Datatype,CIFAR10
Train Size,3200
Test Size,500
Learning Rate,0.001
Batch Size,128
loss
1.6098631620407104,
1.5841765403747559,
1.5504019260406494,
1.5010102987289429,
1.444054126739502,
1.394618272781372,
1.3626621961593628,
1.3373380899429321,
1.3191587924957275,
1.305174708366394,
1.2912003993988037,
1.282110571861267,
1.2706575393676758,
1.2603867053985596,
1.2515658140182495,
1.246117353439331,
1.231518268585205,
1.2239636182785034,
1.2157093286514282,
1.2113368511199951,
1.2045456171035767,
1.1972458362579346,
1.1936737298965454,
1.1882649660110474,
1.1824105978012085,
1.1764628887176514,
1.1689351797103882,
1.1638062000274658,
1.1626777648925781,
1.1573841571807861,
1.1522618532180786,
1.1487582921981812,
1.1482337713241577,
1.1399219036102295,
1.137345314025879,
1.1357090473175049,
1.1316015720367432,
1.1245468854904175,
1.1225448846817017,
1.1235710382461548,
1.1185575723648071,
1.1141036748886108,
1.1105834245681763,
1.106941819190979,
1.106906771659851,
1.0993868112564087,
1.0990688800811768,
1.0961250066757202,
1.089504599571228,
1.0888423919677734,
accuracy
0.22343750298023224,
0.3387500047683716,
0.3803125023841858,
0.40812501311302185,
0.41968750953674316,
0.43656250834465027,
0.4437499940395355,
0.45249998569488525,
0.45750001072883606,
0.46406251192092896,
0.4765625,
0.47468748688697815,
0.4806250035762787,
0.48093751072883606,
0.48750001192092896,
0.48500001430511475,
0.4946874976158142,
0.4996874928474426,
0.5003125071525574,
0.5059375166893005,
0.5084375143051147,
0.5106250047683716,
0.5065624713897705,
0.504687488079071,
0.515625,
0.5184375047683716,
0.5240625143051147,
0.5184375047683716,
0.5296875238418579,
0.5184375047683716,
0.5306249856948853,
0.5318750143051147,
0.5384374856948853,
0.5328124761581421,
0.5371875166893005,
0.5371875166893005,
0.5418750047683716,
0.5443750023841858,
0.5450000166893005,
0.5353124737739563,
0.5459374785423279,
0.5503125190734863,
0.5568749904632568,
0.5493749976158142,
0.5512499809265137,
0.5609375238418579,
0.5503125190734863,
0.5553125143051147,
0.5587499737739563,
0.5640624761581421,
val_loss
1.5933886766433716,
1.566835641860962,
1.5241855382919312,
1.4661418199539185,
1.4113450050354004,
1.3712912797927856,
1.3467880487442017,
1.3351471424102783,
1.3160274028778076,
1.3094435930252075,
1.2984389066696167,
1.2932395935058594,
1.2869672775268555,
1.279510498046875,
1.2887095212936401,
1.2695356607437134,
1.2629063129425049,
1.2615996599197388,
1.2588557004928589,
1.2439758777618408,
1.2383887767791748,
1.2374037504196167,
1.2363700866699219,
1.2271233797073364,
1.2313216924667358,
1.2155152559280396,
1.211670160293579,
1.2093565464019775,
1.2098177671432495,
1.2039350271224976,
1.2005212306976318,
1.19643235206604,
1.1925674676895142,
1.1884599924087524,
1.1981298923492432,
1.1826786994934082,
1.1830458641052246,
1.1870671510696411,
1.1777355670928955,
1.172408938407898,
1.175511360168457,
1.1683751344680786,
1.1625771522521973,
1.1746870279312134,
1.1731607913970947,
1.1553596258163452,
1.150832176208496,
1.164712905883789,
1.1477183103561401,
1.1498003005981445,
val_accuracy
0.2939999997615814,
0.3779999911785126,
0.3700000047683716,
0.421999990940094,
0.40799999237060547,
0.43799999356269836,
0.4320000112056732,
0.4339999854564667,
0.44200000166893005,
0.4399999976158142,
0.44999998807907104,
0.46399998664855957,
0.47200000286102295,
0.4779999852180481,
0.4519999921321869,
0.4959999918937683,
0.4880000054836273,
0.4819999933242798,
0.47600001096725464,
0.4959999918937683,
0.515999972820282,
0.49000000953674316,
0.49000000953674316,
0.4959999918937683,
0.5180000066757202,
0.5019999742507935,
0.5059999823570251,
0.515999972820282,
0.515999972820282,
0.5080000162124634,
0.5099999904632568,
0.5120000243186951,
0.5199999809265137,
0.5059999823570251,
0.5220000147819519,
0.5139999985694885,
0.5059999823570251,
0.5299999713897705,
0.5,
0.5320000052452087,
0.5360000133514404,
0.5400000214576721,
0.515999972820282,
0.5199999809265137,
0.5220000147819519,
0.515999972820282,
0.5339999794960022,
0.5379999876022339,
0.5440000295639038,
0.5379999876022339,
