Datatype,CIFAR10
Train Size,5120
Test Size,800
Learning Rate,0.001
Batch Size,128
loss
2.078495502471924,
2.066659450531006,
2.0485150814056396,
2.0179049968719482,
1.9770311117172241,
1.9397432804107666,
1.9116628170013428,
1.8915513753890991,
1.871591567993164,
1.854238510131836,
1.8402296304702759,
1.8296120166778564,
1.813650131225586,
1.8055442571640015,
1.7948863506317139,
1.783758521080017,
1.7762911319732666,
1.7721378803253174,
1.7619788646697998,
1.7518815994262695,
1.7491668462753296,
1.7399218082427979,
1.736891508102417,
1.725023627281189,
1.7199023962020874,
1.7147338390350342,
1.7053579092025757,
1.7008743286132812,
1.695591688156128,
1.6893110275268555,
1.68423593044281,
1.676656723022461,
1.6688597202301025,
1.664449691772461,
1.657820463180542,
1.6507160663604736,
1.6432082653045654,
1.641549825668335,
1.632830023765564,
1.6233618259429932,
1.6179981231689453,
1.6143674850463867,
1.6093463897705078,
1.5980818271636963,
1.5925744771957397,
1.5887646675109863,
1.5848983526229858,
1.5777331590652466,
1.573156476020813,
1.5677154064178467,
accuracy
0.13398437201976776,
0.17617186903953552,
0.21132811903953552,
0.23007813096046448,
0.2470703125,
0.2583984434604645,
0.2730468809604645,
0.2828125059604645,
0.2943359315395355,
0.3138671815395355,
0.3148437440395355,
0.3154296875,
0.3277343809604645,
0.3296875059604645,
0.3414062559604645,
0.3414062559604645,
0.3462890684604645,
0.345703125,
0.3525390625,
0.3492187559604645,
0.34843748807907104,
0.35859376192092896,
0.35566407442092896,
0.36542969942092896,
0.3623046875,
0.36328125,
0.3736328184604645,
0.373046875,
0.3734374940395355,
0.380859375,
0.38066405057907104,
0.3841796815395355,
0.38671875,
0.3871093690395355,
0.3890624940395355,
0.39628905057907104,
0.39863282442092896,
0.3970703184604645,
0.400390625,
0.4097656309604645,
0.41093748807907104,
0.4072265625,
0.41132813692092896,
0.41914063692092896,
0.4183593690395355,
0.42402344942092896,
0.42011719942092896,
0.4302734434604645,
0.4283203184604645,
0.4253906309604645,
val_loss
2.072819709777832,
2.0581352710723877,
2.0339722633361816,
1.999302625656128,
1.9590387344360352,
1.928279161453247,
1.912150263786316,
1.8946293592453003,
1.8788033723831177,
1.8691264390945435,
1.860740303993225,
1.84840726852417,
1.832546591758728,
1.8311858177185059,
1.8203643560409546,
1.8111294507980347,
1.8099817037582397,
1.8075346946716309,
1.7920756340026855,
1.792588710784912,
1.800195574760437,
1.7771916389465332,
1.7704898118972778,
1.7654587030410767,
1.7610535621643066,
1.754624605178833,
1.7574899196624756,
1.7593066692352295,
1.7429602146148682,
1.7379024028778076,
1.7340158224105835,
1.7347849607467651,
1.721584677696228,
1.7168731689453125,
1.7221457958221436,
1.707741379737854,
1.7154359817504883,
1.7055667638778687,
1.6942529678344727,
1.6893455982208252,
1.6885625123977661,
1.6820579767227173,
1.6743301153182983,
1.672768235206604,
1.6672977209091187,
1.6670948266983032,
1.6646586656570435,
1.6650270223617554,
1.6592026948928833,
1.6551305055618286,
val_accuracy
0.17749999463558197,
0.2224999964237213,
0.23624999821186066,
0.2537499964237213,
0.26249998807907104,
0.2750000059604645,
0.2762500047683716,
0.29124999046325684,
0.2849999964237213,
0.30250000953674316,
0.3100000023841858,
0.3174999952316284,
0.3362500071525574,
0.3087500035762787,
0.3387500047683716,
0.3362500071525574,
0.3400000035762787,
0.3362500071525574,
0.3487499952316284,
0.3412500023841858,
0.3425000011920929,
0.35374999046325684,
0.35499998927116394,
0.36250001192092896,
0.36375001072883606,
0.36125001311302185,
0.35624998807907104,
0.3499999940395355,
0.35499998927116394,
0.3762499988079071,
0.3787499964237213,
0.3700000047683716,
0.3799999952316284,
0.3687500059604645,
0.3700000047683716,
0.3687500059604645,
0.3725000023841858,
0.3812499940395355,
0.38874998688697815,
0.38874998688697815,
0.39375001192092896,
0.39625000953674316,
0.4025000035762787,
0.4012500047683716,
0.38749998807907104,
0.3812499940395355,
0.39375001192092896,
0.3824999928474426,
0.38874998688697815,
0.39500001072883606,
